ID,Tag,Reputation,Answers,Username,Views
120648,p,58,1,72710,4150
81621,j,573,3,34167,9862
381587,c,819,4,74808,86076
89329,a,4020,5,129056,98249
206929,h,436,0,171288,84
393652,c,1243,1,8935,9864
268653,j,5364,3,105146,19075
301711,i,2782,5,147899,15051
285719,r,466,1,121451,176
454223,c,1672,5,133570,23111
81455,c,2866,4,149705,52754
164490,j,942,2,138488,7501
306151,j,16501,16,115461,204517
446064,i,16557,5,121719,17149
166740,p,135892,3,120023,1801
294476,j,629,4,41434,4504
408003,j,2798,7,71408,34033
400510,j,5436,6,23223,2028
451938,a,2061,3,93400,34457
355343,s,1,1,75347,203
396307,s,14618,5,47141,18799
169091,c,0,2,48925,33471
428013,p,1061,4,56258,52626
335097,i,14039,1,86353,10387
381189,p,337,2,16815,3938
402659,c,1104,4,44163,72516
80791,c,802,1,11534,905
426462,j,8001,6,67129,20035
106173,c,1429,4,89185,4635
159889,i,101,2,77011,853
133322,c,1359,3,106281,30046
244485,r,3168,1,57666,892
205128,j,26730,18,12016,295393
33909,j,2120,3,129076,1322
459742,i,27618,10,51239,62854
6622,i,31,2,30846,1512
373112,c,288,2,146662,62
233054,j,16205,6,145077,2378
302636,c,27443,2,51064,11555
436114,c,2318,6,24738,17502
8053,c,17551,4,185,6122
230265,j,4420,4,56939,200543
335528,c,110,4,75895,1984
19257,p,6,2,164024,86
401777,p,0,4,77693,14157
236793,p,3540,3,94593,8891
263413,j,4156,5,67641,59384
96134,j,34,4,103105,50408
119163,j,1041,7,88148,51330
217024,j,30493,1,5851,10897
214052,s,761,3,45704,190
310625,c,1012,2,42642,1320
392057,c,3502,4,108386,12445
36779,j,657,3,109964,7198
358250,j,22,4,137328,7684
347296,j,5515,1,65071,5153
49310,c,494,9,74862,84104
57839,c,6115,3,110539,2580
241024,s,78,2,93971,66137
402166,s,146,3,118895,5040
322280,c,178,4,108745,1193
439892,i,5746,2,104271,1538
347989,c,1783,1,1689,11483
113575,c,33354,5,84888,1516
314671,j,545,8,54070,102664
450614,h,121,4,109420,16146
156874,p,16,1,42501,7098
86816,c,0,1,105418,3873
213754,j,8968,3,10421,77
428745,i,801,4,71086,6251
321106,i,3393,3,49309,8312
289,i,1546,20,67303,171942
288879,p,15445,5,133102,2880
83143,c,13469,1,14803,10513
274661,c,18957,1,97814,2391
321564,c,77,3,49118,14431
330493,j,2488,1,41953,6761
368961,p,9140,12,106296,108852
466724,p,26,4,115184,12151
166747,j,1100,2,134162,19929
212752,a,0,2,169573,1976
246460,h,26992,3,18777,71216
9757,i,1921,2,42203,1780
355828,p,8377,3,116319,6972
374586,a,2986,1,80405,882
108219,c,1329,6,62207,11658
58741,o,9549,6,145521,12880
199906,h,3116,5,90620,69616
25964,i,28,1,160065,6864
102088,p,144,1,87304,62
420579,p,443,5,7547,5683
445721,j,600,1,28509,4198
202857,p,456,4,119850,27397
208686,s,130,1,140839,5167
453255,c,708,1,153147,2583
51663,j,595,1,47600,1036
64859,s,1570,1,5237,15033
260306,i,3062,8,163780,95024
225102,c,102,2,165422,18224
54456,o,333,2,106817,6154
343747,a,375,3,12598,5890
32573,a,686,7,105337,115314
215175,s,5349,2,113147,1538
216828,c,566,6,91998,8144
382422,c,7,2,161861,2262
194980,i,31897,6,106196,14918
214362,r,335,2,151851,12924
137966,j,9276,4,173159,65610
88027,j,18261,2,1269,94508
296431,r,40551,1,116584,355
39619,i,599,4,56733,31713
116119,c,27436,4,31884,10329
395111,j,421,8,62774,36671
1610,j,114,2,81386,62005
198530,h,343,4,27502,492
130637,p,611,1,52047,7170
51879,r,1785,11,38134,290621
76398,j,1543,2,128713,18538
383178,i,482,1,49609,2995
318030,j,958,1,143557,9984
218886,i,6412,5,57243,9016
116957,s,2669,15,108895,74651
339441,c,223,10,1419,19327
154027,c,64287,3,29787,581
438212,i,1524,1,35213,3371
158861,c,127,3,32088,3214
159482,j,183,2,40893,3819
31313,c,6279,1,153105,44172
306095,j,824,2,42692,96
428587,o,613,2,160094,1768
133289,h,789,3,171927,54155
286097,j,29772,3,52812,3000
173769,j,1663,3,138640,221632
430019,p,38225,6,41801,318
70504,c,23,1,109020,9050
188329,c,21369,3,93091,760
5155,o,0,4,21063,6467
283377,p,75,1,159197,187
350586,x,111,2,19320,134
226920,o,6393,4,93544,32411
275299,j,116,6,76210,27278
43035,p,16744,4,9457,3439
409318,p,1552,1,141324,1859
351101,r,31111,4,118863,305684
465517,c,21757,2,63657,5953
330967,s,2351,2,103778,919
429147,i,11115,1,12135,5562
308370,c,1474,3,60445,116
155934,a,1318,1,118994,10156
306926,c,7520,6,18991,12342
329654,p,3805,1,153147,2464
88394,s,1671,4,4885,442
294796,a,145,3,4266,36900
326617,c,3557,4,96764,13427
263800,c,18265,1,88839,5156
407839,i,1529,5,13619,7204
135487,c,143126,5,129175,14245
42983,j,0,30,169121,282707
321899,a,96,2,30203,111
208594,o,3992,4,69293,3917
394077,c,148,2,75043,111838
25844,c,5842,6,16506,23219
241669,i,32018,4,152730,10501
406020,p,398,1,83388,28868
47336,i,36,2,165827,693
454121,c,10385,19,49097,502076
405514,s,266,4,155835,45537
467568,a,32065,3,68115,21428
99465,o,6213,1,46719,982
460440,a,38225,7,41801,67527
9467,p,542,1,165254,3688
18866,p,1111,3,142612,10241
93892,h,362,5,18678,91407
275886,c,12995,2,138345,26014
168883,j,491,2,91008,14098
323932,a,7493,6,172740,39079
279581,a,3907,2,29096,14787
397011,o,2185,6,123499,17720
279827,j,919,3,59618,20776
22581,c,1296,5,17743,34378
267542,s,675,10,60278,89507
46745,j,739,10,81658,50757
339286,s,6,1,55594,40
258415,p,2151,3,129655,7187
372829,h,1514,6,7771,3671
371589,a,455,6,23017,86906
393890,i,301,2,148462,859
284459,j,5266,5,94185,3211
460354,j,497,5,145291,23502
36259,s,19530,2,43015,108
405309,j,40,1,112633,715
383789,j,2331,1,96415,1645
100288,j,2164,6,149902,63167
204420,o,643,7,23223,35628
363387,o,1892,1,153963,202
48924,c,6522,6,44867,5929
25073,p,315,2,10405,1079
221334,o,1881,2,68662,3915
3390,p,642,5,80988,42062
402198,c,25486,9,17878,62824
248298,a,343,18,126846,162194
175666,p,2351,33,57482,167528
27076,j,1155,1,29253,17203
107735,x,159,1,132485,6827
440139,c,3101,2,46496,4337
340145,i,4973,2,104509,4935
166289,c,4953,1,24767,7058
194944,j,45300,1,129321,8135
176154,j,270023,9,140749,12775
377845,o,5833,6,62332,9164
95904,a,111,2,108246,3896
118995,i,4072,2,88986,263
246445,j,14101,2,91519,132552
150986,a,10562,2,137805,9463
137070,i,157,2,66356,1304
451492,p,1258,3,133951,5143
256744,a,150,3,80539,5542
307688,h,376,7,153908,79207
421822,s,37209,5,54376,40400
76018,j,10344,2,29678,24752
229278,j,3357,2,50943,9394
313796,a,116,4,83888,9767
208761,x,23,1,145023,9769
210074,j,52,3,70035,3460
214003,h,35,3,116125,26603
372363,j,193,4,33504,14009
329332,i,0,2,36805,21174
86522,i,1185,2,47473,1941
434409,j,198,1,80820,2504
257296,j,17368,5,17342,41632
373588,j,8043,7,70165,26701
332961,c,130,2,138330,12128
306371,r,3,2,29737,3118
109317,p,6514,5,142681,28988
272752,a,39142,5,31561,64094
196540,i,2420,3,12074,5169
248927,r,754,1,8645,80
3425,j,1498,4,113495,5586
44157,i,148,4,158667,4936
282591,j,20931,1,6673,612
161836,j,0,2,168732,264
460649,c,4601,1,73256,8622
468345,p,6830,2,25406,48780
146524,r,24,2,32053,72
304792,p,246,4,28378,44999
246890,j,1288,3,57354,185721
301688,x,101800,1,42662,6108
202843,o,230,1,78465,801
173400,o,0,5,101944,14048
426962,a,2348,1,23452,9069
344716,j,4939,2,7296,15082
109777,a,3031,10,46347,151332
365300,j,569,11,74756,224142
292332,a,23915,2,40802,33490
42396,s,194,1,29764,16343
90483,j,5824,2,56207,798
425160,j,281684,4,14069,4903
287040,j,4774,5,22565,126514
5113,a,745,1,79607,21921
29546,x,138,1,120105,14096
220320,h,722,2,156048,18441
48734,c,2753,9,137064,16571
86322,j,1672,6,120119,7246
398398,x,836,2,98558,2244
33200,s,81,2,4054,1940
420868,s,1220,2,118119,3308
376336,i,263,1,151074,6332
368670,c,103,3,138849,17238
203791,h,63,1,6328,8271
424603,p,313,1,27323,2350
314757,i,4061,1,99780,2829
152483,j,2864,3,32522,29212
478,o,703,1,89831,356
313635,o,261,0,118486,119
381908,a,1277,1,128371,305
322895,s,1282,2,127777,1197
394109,p,10284,3,67446,131
268391,j,2501,2,114484,2630
235118,c,10727,5,65217,3763
2879,p,118,1,19659,2124
172680,r,60731,3,95735,1253
148413,p,779,12,40858,92974
347180,j,82065,7,28769,46725
224795,c,977,4,72914,8481
361144,p,1492,4,117318,13019
355048,s,535353,1,35507,1250
11096,s,678,4,126153,53220
159199,x,7030,4,66014,4772
428285,j,6463,1,4294,1701
183277,j,48,2,128893,21001
30042,s,1609,3,103820,3184
350519,o,25253,3,85429,6623
96970,j,1194,1,130428,8141
183257,c,440,2,152732,59
126328,j,983,8,144265,24229
99806,h,4138,2,66520,1443
130904,c,0,1,165704,6007
85747,a,1468,7,144822,21571
104592,p,631,3,97753,32523
153362,a,31,4,149731,21579
411591,r,184,3,72965,5670
433101,h,6,3,107655,142
57536,c,770,15,37186,137676
45404,c,98969,2,55653,797
192648,j,102,2,72219,3163
136060,a,702,5,66504,41376
62529,c,31775,3,20360,2671
194522,a,15505,1,4486,4348
220659,a,1147,7,65537,58062
217016,h,3159,3,70852,6249
194984,r,473,2,172728,601
330555,i,108,8,57219,13115
248584,j,12119,1,132537,18580
40330,a,3113,5,125651,23755
455094,s,1362,7,69755,1696
136262,c,118,4,134010,3513
400701,i,845,3,122886,5513
305093,j,507,2,149660,13297
216494,i,973,1,70021,572
154744,h,2195,6,56261,5026
116563,s,12865,1,84481,4151
56391,i,658,3,75214,3883
132025,j,970,3,90428,30566
451226,h,1901,5,94860,133573
340852,c,40,1,165268,759
469349,c,129,3,67129,21752
402797,c,61113,11,148701,10424
68222,j,1914,2,127301,5794
341610,i,5957,4,29025,6397
242819,r,1202,5,75450,3567
377332,h,86,4,167389,37838
235371,c,4499,1,93137,3038
434039,p,20509,2,152234,3016
328850,j,141,7,65791,85574
259913,i,53227,6,131754,16883
371208,i,34,5,84924,2863
8951,c,3863,1,118326,8923
407435,a,374,3,20630,6736
104907,j,2968,1,9645,1393
307201,c,1007,13,169691,11094
416216,j,643,5,26813,55588
351729,h,61768,1,95050,418
391232,o,183,1,83305,486
384843,c,11316,6,110722,6964
369604,j,4669,2,52642,2506
259502,s,2653,2,59068,1143
63760,h,12272,3,124228,17421
56095,r,1553,2,43787,115005
195266,s,0,7,36721,28297
111672,j,136,1,2434,214
338139,r,103,0,87299,140
319995,c,11440,34,92418,284736
255801,a,933,4,42460,9532
19093,j,740,8,142640,27684
430968,j,10769,6,96751,16244
238787,p,1425,3,113099,4018
263278,p,2503,5,16405,21650
159354,o,0,15,149834,285457
280289,j,14476,6,98915,5011
5906,j,463,9,83660,11009
206291,j,6539,2,94417,1377
163014,j,158,4,42926,8980
407609,c,10101,4,4092,12123
119158,p,1715,3,86200,5316
444967,p,197,4,157021,25320
444824,p,284,5,168709,103957
104920,s,3102,1,75484,10394
312359,a,10447,4,54938,17863
231154,p,875,4,47400,62465
343530,s,1700,4,74162,7668
42076,j,438,2,97670,2177
155801,c,366,3,94904,112552
29433,a,157,1,28506,1769
104650,p,26,1,69194,189
60880,j,3618,6,149085,30967
154228,c,12070,5,17457,27879
168748,i,357,2,13405,1904
80249,p,12,1,87173,2014
466587,a,76,4,32501,3066
98082,c,31,2,105436,3097
375359,a,322,2,32771,7924
386865,j,15824,2,50473,35376
237695,j,4418,1,114786,9523
330481,p,158,3,71569,603
438279,j,16,1,40049,4653
10636,p,92476,13,45165,344363
162552,c,0,4,157150,19595
366869,c,399,1,79272,369
64151,j,16205,3,145077,10120
217528,j,243,4,124752,19594
347222,j,25253,6,85429,33206
57567,r,2379,2,66039,6443
451648,h,11084,5,47481,20609
155867,p,3561,5,28845,145
231674,a,12700,3,133343,59376
821,s,68,3,165523,89697
468512,p,265,1,158321,55686
122806,c,25446,24,17317,143803
217959,a,538,1,26146,6694
417171,j,21,1,82492,884
89838,c,146,8,90947,29658
442812,h,10378,2,87852,1180
453798,a,338,2,38048,51787
305063,p,70,7,94185,14065
223704,a,672,3,93879,1270
2662,c,742,4,54757,2204
351558,a,2944,3,92370,1376
328499,j,6095,5,54857,76879
356897,h,8371,2,123686,9047
52192,h,1483,2,87367,73809
261797,a,2184,1,28172,653
428214,i,845,8,43332,51643
30190,r,5926,2,19959,641
319310,a,581,2,67404,4116
247591,o,1771,1,147698,1541
423177,a,74,9,149325,14536
458952,h,3693,5,72397,17534
78207,i,653,19,33863,71800
462346,j,196,9,169987,92244
174937,c,4672,5,70307,75257
278017,h,1382,2,4013,448
420498,j,12224,5,108536,135413
22476,c,1355,14,135200,168957
237911,p,2338,5,69891,3641
14274,p,140,3,35386,16195
376058,c,888,6,99808,11017
444218,r,1555,4,114826,71476
196047,j,3,3,20742,1480
351917,j,1830,4,20861,2051
13016,a,1933,3,148017,927
353406,p,13132,2,15332,7578
184667,c,3324,1,82703,20259
256711,j,138,7,155083,65729
80830,h,36,2,54510,89
375281,p,33,3,51305,18405
445560,c,3236,13,59557,223055
34870,j,1899,3,71923,11285
209747,s,95,2,165735,6502
395418,p,953,2,56272,10687
311406,j,2930,2,53158,111436
364333,c,1870,8,42371,81324
400069,s,6266,7,87422,298253
125188,p,937,2,79479,35459
277917,i,423,2,133915,2677
322643,s,734,3,105984,5297
345618,i,341,4,34023,12370
261050,s,679,2,1653,762
223007,j,354,2,134323,119223
270459,c,1387,10,43761,26566
447144,c,17646,2,128275,10289
389624,c,16801,9,10492,6710
393772,j,1028,9,50615,55152
35578,x,6603,2,69008,1472
297261,s,11122,5,8685,79438
88789,p,7787,3,51105,37708
426522,p,2103,2,120016,1511
406969,c,63,1,82827,227
416494,c,9498,13,114548,148015
180235,c,4073,7,3142,4109
148132,j,27332,3,103871,10813
364851,j,17909,7,150637,32141
372954,i,0,5,153564,8167
341078,j,9580,6,78860,15848
223944,c,524,3,112827,18163
293781,x,28,1,77305,257
383701,c,541,3,127954,21414
38270,c,138,2,76786,19819
152175,j,8955,3,8082,7674
405515,h,7802,5,47901,6995
326859,c,197,3,127505,12388
135154,c,797,1,64323,362
318266,i,3158,1,124184,723
68803,a,3765,0,96862,5972
46049,i,4715,2,49145,3962
84948,a,2013,3,69125,18888
61575,p,1119,7,128253,15877
359305,s,51513,3,1747,8778
394173,s,2485,1,96610,2231
338503,p,2168,3,94136,1484
154830,j,4403,2,8792,8943
145534,s,328,4,31065,6484
438020,p,4558,5,90480,8339
291381,a,1335,6,16628,66077
297988,c,55473,6,13753,44650
219506,p,682,6,38899,44816
461976,j,31359,1,143743,683
101372,j,204,4,44712,32032
400440,h,3742,8,80774,37259
441049,p,16,1,22580,14039
174022,c,437,8,46552,79809
193999,a,1014,5,124046,35562
41925,a,895,5,41888,8601
414813,p,4357,8,36782,288382
110638,j,44,1,1843,14191
199484,j,5517,2,144879,202
310423,c,2075,9,15219,8296
389786,p,8730,2,130444,59785
385158,j,846,3,81864,84824
154174,p,15250,8,17565,13938
12580,j,145,2,93148,21983
411790,i,3511,2,14680,2003
303461,a,191,2,110468,46028
165154,h,12928,11,10807,16396
158560,p,58,3,158979,16523
263057,a,430,5,119074,60010
109549,x,306,2,78733,9778
264863,c,4064,3,140535,8469
219547,r,2201,1,14237,4322
305163,c,156004,2,75328,3855
212890,j,3523,9,26444,83857
268496,i,2735,4,17583,28757
92977,j,846,3,1145,14062
211142,j,486,3,95336,12064
374354,c,3235,4,71099,61074
97402,a,43,3,122993,13255
228685,p,11752,5,103937,184123
279929,j,408,16,86704,104998
259266,h,12272,1,124228,1793
209733,j,2972,5,120062,59253
224100,c,3536,14,23146,90694
144369,j,72,4,134131,46938
159544,h,2056,4,104992,3933
359255,i,17651,2,55013,1386
52427,a,171,3,141817,13638
354113,a,353,9,93865,60390
342246,p,2989,1,16854,29525
241919,p,792,3,13243,6987
311742,c,528,6,109890,201373
52587,h,1950,1,45711,122
439047,j,11135,23,31780,127080
335738,p,8815,2,113215,5499
21944,p,3176,1,60062,944
96854,j,1253,5,83730,32233
412802,c,4820,7,144380,34949
349619,c,117,5,89868,16282
354043,c,2284,2,43200,2340
109883,c,15461,6,116371,25240
347028,s,3384,1,44527,280
358626,j,5508,2,82535,6377
208404,c,72062,1,128110,3678
142978,h,27192,4,63933,24097
222011,s,40,2,17724,5187
207839,c,98,4,49982,11776
33754,p,12,1,77305,117
386182,i,4368,3,111555,8678
177647,p,8285,3,67045,5512
188312,x,8663,2,13398,1863
341612,i,3532,3,143183,2309
6064,j,1280,7,13443,45202
246924,c,10801,1,8316,1641
453174,i,938,16,80755,18882
442737,j,1739,2,31236,4484
295105,c,327,2,63414,10822
168065,j,5572,1,81930,5276
73918,j,4,2,149469,634
131553,x,35760,3,11568,15455
266022,a,5529,2,134960,16491
99680,j,7886,15,53617,380892
41417,a,40,1,101987,141
456822,c,23797,12,102745,61908
337913,s,1721,2,93544,11581
175023,j,6,1,83004,2778
30659,p,4522,3,38808,133534
10167,j,465,4,91631,52989
215915,c,8086,5,31867,1696
316834,h,33323,7,130476,45692
327104,s,603,17,105861,127709
323577,j,10831,12,69855,19258
434389,a,158,2,164582,13578
353485,j,143,2,99925,21213
214479,r,503,1,120145,86
362022,c,1360,2,109399,13564
135082,j,744,4,79692,44811
444830,c,71,1,3424,385
432888,c,5013,5,78062,67893
359547,j,75,1,121446,1443
77126,c,43619,3,126203,9813
67784,j,469,1,59712,17279
447845,i,86,1,60835,1663
348318,r,412,1,83385,3089
424239,c,2897,1,134020,1695
327392,j,703,8,81722,61912
89840,i,364,4,7751,2626
203371,c,9857,2,133029,7818
112440,p,38917,4,71479,134198
428046,p,4943,11,91781,19031
157127,p,10251,7,98087,38277
128974,c,3012,3,165285,49399
416769,j,91694,5,72382,7029
287442,o,322,2,46730,2951
367063,c,401,1,16831,5427
172371,s,1587,5,144778,49681
335370,j,2663,3,151449,12856
269437,p,2504,7,147664,4972
419209,s,30,1,156949,60
183639,j,0,3,166103,1030
467748,a,42903,1,28915,6238
363234,p,2219,3,17690,4164
5370,j,1604,1,78874,2067
44287,j,1420,3,35125,9292
3032,s,457,1,40724,1496
170917,c,13298,2,148044,9015
27926,a,4235,1,109551,3392
184402,c,3491,1,12342,1312
312814,p,1996,1,146756,14221
286660,a,448,8,126757,480
139764,i,1760,3,72900,4838
373227,x,458,3,55994,240
271877,o,4652,1,15033,2100
467297,c,477,3,39240,1374
293400,c,395,5,120125,12940
3191,c,59,5,154650,9291
218982,c,358,3,128686,36903
244518,j,207,1,41100,4680
59808,s,981,3,63710,329
181467,s,2256,5,1874,49382
17196,i,5342,2,27494,7563
213351,p,203,3,136813,93484
184632,j,1653,14,115844,162763
469166,i,3944,4,63341,22650
364250,a,134,0,152136,3617
54815,a,507,7,136587,54236
294428,c,366,10,23032,6920
202804,p,641,4,98506,13987
458473,j,17742,16,2236,1351389
176996,j,133,1,148577,54388
242984,a,7289,2,16927,4808
434416,o,1161,6,48588,54707
133945,c,12214,4,47784,7895
182815,c,830,2,99758,76490
435819,j,12612,3,128045,3156
3470,c,22493,6,145382,41298
147514,j,0,2,67796,6690
226954,j,669,6,67129,90110
442656,a,9402,24,126037,46881
361605,j,67,2,24525,7123
203569,j,345,2,59902,7688
4478,c,2000,1,15747,333
57147,o,1650,1,25094,340
248770,s,3344,3,152064,4286
107967,c,4903,2,27834,1260
225336,s,81,1,102964,1363
125051,o,13098,7,81813,4888
443536,p,47077,7,88290,81950
433207,j,1553,4,47374,50098
86640,j,16,2,170581,838
117252,j,16,2,151784,1105
12182,i,2339,24,126432,87815
265212,j,569,7,106352,25838
70313,p,644,5,52110,13569
334923,c,7861,4,62142,14168
409277,s,601,3,147334,50118
297774,c,788,3,8659,15682
439177,i,630,3,50989,5513
310782,p,1082,2,68101,540
464600,c,9109,6,59362,8449
82789,c,70,2,88745,5244
383797,r,20531,1,33662,1613
337995,s,53,4,163283,151826
395118,i,2707,2,50588,116
376580,j,3762,1,30481,1071
353515,i,670,5,43052,10403
403433,j,21,3,81158,8992
218594,c,14465,4,95689,14359
432219,p,10072,4,67756,63799
114246,h,1278,2,102021,13354
334040,j,1157,2,91606,4763
18486,p,7216,2,107602,13507
91904,j,26,2,39141,13765
453977,h,21225,2,77643,32923
289561,c,7638,3,87238,4975
411174,j,3478,2,99885,15488
377938,j,1143,3,144988,24799
454362,j,1001,2,52148,3791
331495,i,724,4,53194,27451
47852,a,120,7,93430,6244
421769,x,428,2,145614,8959
23646,i,9435,4,124482,11902
277202,i,2530,1,151983,3686
70566,j,278,8,97968,174479
385064,o,3044,6,62748,11686
394367,i,1907,2,135614,5569
79564,c,589,4,146781,244669
373689,a,490,3,83260,18016
222663,a,2532,3,168394,27473
115461,j,1882,1,27518,4929
156415,a,475,2,77016,10731
154892,c,19130,7,119248,182220
299037,i,773,2,131081,5865
42875,c,49,2,112068,7739
303459,x,33,4,81620,1900
63893,r,1704,1,64916,8514
438623,s,182,6,101924,5869
368214,p,879,2,117849,2400
273691,a,0,2,168020,49442
290927,c,2043,4,69530,19920
345170,c,1036,7,29880,53224
62948,j,1438,4,116772,5781
405065,i,13255,6,35130,8612
361489,a,1016,1,34173,1858
89412,s,534,3,28323,7899
400973,s,31,5,168220,23398
333781,j,1231,3,150412,5503
351171,r,6377,3,38330,2449
300830,j,97,4,95072,9421
333171,c,850,1,28288,5393
261484,c,8672,15,152669,86661
135928,i,3855,5,120170,17955
250489,c,12978,10,108737,4266
328428,h,13095,30,66158,2127663
230187,c,1066,3,73295,17788
156582,s,304,5,37115,108270
59304,c,689,3,106432,36400
154752,h,13845,2,92279,26600
200523,h,11395,8,90928,22256
247402,h,20,6,56565,92767
347985,i,24771,1,7296,24754
383917,j,161310,8,82120,95291
101145,i,694,1,175328,3130
2971,s,679,3,88901,3490
416872,j,496,7,49618,20710
91367,j,4602,7,83354,89017
182515,i,83,1,6208,6202
186513,j,5064,9,7909,11158
446711,c,4565,5,23375,11711
620,a,140,2,9389,2150
148390,a,522,2,91235,15566
232747,i,3578,1,101629,741
9432,r,8055,1,66169,1572
98936,i,7021,3,19099,3350
423231,s,209,5,17759,27990
324305,r,162,2,158004,1021
124152,c,8,2,169423,3023
287512,j,153,1,1874,5332
186947,h,61,2,146512,15537
352253,s,4910,3,1435,3008
162128,i,9453,3,67129,7407
18909,j,7070,6,31357,20545
398470,p,5807,4,68370,3209
109268,c,500,1,37203,28684
367745,c,4029,4,92516,1493
10643,j,79,1,71685,77
463214,i,3256,2,24870,5955
407773,c,559,3,35872,30835
367653,c,2879,6,44181,18701
119892,j,850,7,70932,160725
388213,h,26539,4,75099,5069
283160,h,26992,6,18777,85089
430667,j,585,2,148264,7137
19146,a,197,4,60710,7930
344973,o,311,4,26423,6626
151181,s,92556,5,175162,12027
383010,o,1140,1,1271,582
282544,c,1243,4,25850,33013
437607,c,4722,10,50331,195283
34043,o,114,2,78130,6067
79705,c,17914,8,17567,6810
409958,s,49,1,104601,3871
11835,p,1993,1,113450,8264
220434,a,5788,4,172069,31738
115734,a,713,6,8122,69849
450582,j,7275,3,106513,12813
351634,c,27,3,41055,598
129211,a,128,4,683,38644
48364,c,543,1,135247,944
305159,i,30599,1,144054,5175
215737,i,119,4,81776,45931
